pr_level1_key,pr_dpcode,iprcode,pack_size,brcode,parqty,sh_daysmin,sd_t_qty_30,on_promotion,Parqty_Cal,Parqty_Adj
1,1,258316,1,1052,3,9999,1.0,0.0,1.0,6
1,1,252269,1,1016,6,1095,3.0,0.0,2.0,6
1,1,260573,1,1042,3,2190,2.0,0.0,1.0,6
1,2,125634,48,1033,22,365,21.0,1.25,26.0,26
1,8,59475,24,1012,8,395,5.0,0.0,5.0,6
1,8,249781,12,1044,8,292,2.0,0.0,2.0,6
1,5,228604,8,1042,6,392,3.0,1.25,4.0,8
1,1,133333,1,1019,3,329,2.0,0.0,1.0,6
1,1,209700,12,1023,3,360,1.0,0.0,1.0,6
1,8,247652,12,1053,6,270,0.0,0.0,0.0,6
1,3,257158,40,1052,8,252,10.0,0.0,10.0,10
1,2,28793,24,1005,20,505,9.0,0.0,9.0,9
1,10,254093,30,1014,8,766,16.0,0.0,16.0,16
1,25,21409,12,1019,6,658,1.0,0.0,1.0,6
1,5,258814,10,1050,10,180,1.0,0.0,1.0,6
1,19,217273,6,1047,6,657,0.0,0.0,0.0,6
2,19,253919,1,1026,3,292,0.0,0.0,0.0,3
1,1,249221,1,1038,6,2190,0.0,0.0,0.0,6
1,1,233265,1,1022,6,329,4.0,0.0,3.0,6
1,9,237040,12,1030,4,657,2.0,1.25,3.0,8
1,8,240954,10,1006,6,240,7.0,0.0,7.0,7
1,8,202816,12,1049,6,652,5.0,0.0,5.0,6
1,2,257225,12,1033,6,255,0.0,0.0,0.0,6
1,14,14459,50,1033,20,657,3.0,0.0,3.0,6
1,20,259468,12,1050,12,180,10.0,0.0,10.0,10
1,2,216494,12,1041,10,234,3.0,0.0,3.0,6
1,19,233076,1,1012,6,658,0.0,0.0,0.0,6
1,20,251107,9,1026,6,292,1.0,0.0,1.0,6
1,19,244092,36,1051,12,1050,0.0,0.0,0.0,6
2,23,253455,1,1005,3,14,3.0,0.0,1.0,3
1,28,224398,6,1003,18,120,14.0,0.0,14.0,14
1,8,115303,24,1026,15,322,6.0,0.0,6.0,6
2,23,219966,1,1019,9,19,16.0,0.0,5.0,3
1,14,230419,20,1015,16,658,7.0,0.0,7.0,7
2,23,67940,12,1033,3,162,0.0,0.0,0.0,3
2,21,224592,12,1047,4,165,4.0,0.0,4.0,3
1,9,236225,12,1026,6,658,6.0,1.25,8.0,8
1,20,218844,20,1011,9,574,8.0,0.0,8.0,8
1,8,253548,24,1021,18,228,10.0,0.0,10.0,10
1,20,208641,24,1007,4,315,2.0,0.0,2.0,6
1,5,243224,12,1038,3,584,5.0,0.0,5.0,6
1,6,6602,24,1022,6,643,6.0,0.0,6.0,6
1,28,80253,12,1038,4,180,0.0,0.0,0.0,6
1,19,249099,36,1036,4,365,0.0,0.0,0.0,6
1,6,232771,24,1034,7,311,0.0,0.0,0.0,6
1,28,233829,8,1011,12,120,2.0,0.0,2.0,6
1,5,5393,48,1036,18,322,30.0,0.0,30.0,30
2,19,245062,1,1047,10,25,14.0,0.0,5.0,3
2,23,219963,1,1040,12,19,55.0,0.0,18.0,18
1,2,84921,6,1015,22,256,19.0,1.25,24.0,24
1,28,258836,10,1015,6,250,2.0,0.0,2.0,6
1,19,253207,12,1006,6,584,1.0,0.0,1.0,6
1,19,234108,24,1003,4,951,0.0,0.0,0.0,6
1,9,252655,18,1032,24,766,39.0,0.0,39.0,39
1,1,252576,24,1006,6,365,1.0,0.0,1.0,6
1,2,104746,10,1026,2,300,3.0,0.0,3.0,6
1,3,4507,12,1047,6,477,7.0,0.0,7.0,7
1,8,7514,12,1033,4,698,2.0,0.0,2.0,6
1,14,220222,20,1051,20,658,1.0,1.25,1.0,8
1,8,225492,12,1011,6,720,7.0,1.25,9.0,9
1,14,256105,80,1000,30,1825,11.0,0.0,11.0,11
1,9,242559,6,1042,6,730,1.0,0.0,1.0,6
1,1,88500,24,1023,6,318,1.0,0.0,1.0,6
1,19,250028,24,1030,5,584,0.0,0.0,0.0,6
1,8,7941,12,1050,4,622,0.0,0.0,0.0,6
1,6,257624,12,1032,6,540,5.0,0.0,5.0,6
1,1,257723,1,1006,3,1825,5.0,0.0,3.0,6
2,28,217778,8,1011,4,135,3.0,0.0,3.0,3
1,4,92654,12,1023,4,270,0.0,0.0,0.0,6
2,21,228444,20,1016,10,30,18.0,0.0,6.0,6
1,2,247282,6,1051,6,295,2.0,0.0,2.0,6
1,2,256805,21,1050,4,180,1.0,1.25,1.0,8
1,6,49998,48,1046,16,967,14.0,0.0,14.0,14
1,8,240778,12,1049,6,270,1.0,0.0,1.0,6
1,5,5050,12,1038,3,462,2.0,0.0,2.0,6
1,2,257247,12,1000,6,255,0.0,0.0,0.0,6
1,28,237709,14,1036,4,135,2.0,0.0,2.0,6
1,10,248927,12,1003,6,365,1.0,0.0,1.0,6
2,23,252207,1,1012,3,16,1.0,0.0,0.0,3
1,5,226315,12,1032,12,321,11.0,1.25,14.0,14
1,3,247427,12,1049,18,288,19.0,0.0,19.0,19
1,9,194166,24,1030,4,658,1.0,0.0,1.0,6
1,8,226494,6,1030,4,1195,0.0,0.0,0.0,6
1,5,183959,12,1019,3,302,6.0,0.0,6.0,6
2,28,257772,6,1048,6,360,3.0,0.0,3.0,3
1,19,251830,15,1051,6,465,0.0,0.0,0.0,6
1,10,64354,96,1023,19,658,12.0,0.0,12.0,12
1,8,254960,12,1053,6,504,0.0,0.0,0.0,6
1,8,232314,12,1044,6,1095,7.0,0.0,7.0,7
1,5,156236,12,1051,3,913,0.0,0.0,0.0,6
1,8,246562,12,1026,6,432,4.0,0.0,4.0,6
1,8,203401,12,1023,4,327,1.0,0.0,1.0,6
1,9,259033,40,1020,6,1095,0.0,1.25,0.0,8
1,2,252128,12,1047,12,210,1.0,1.25,1.0,8
1,3,226311,12,1000,6,285,5.0,0.0,5.0,6
1,1,29803,1,1021,3,329,1.0,0.0,1.0,6
1,8,249400,40,1014,6,1460,0.0,0.0,0.0,6
1,5,258036,24,1007,6,383,4.0,0.0,4.0,6
1,14,257759,4,1023,10,3000,1.0,0.0,1.0,6
1,19,258161,1,1003,6,1095,0.0,0.0,0.0,6
1,9,249682,24,1014,8,540,9.0,0.0,9.0,9
2,22,194200,1,1024,4,305,9.0,0.0,9.0,9
1,20,248103,24,1000,36,730,31.0,1.25,39.0,39
1,9,196506,12,1019,4,657,2.0,1.25,3.0,8
1,4,113067,24,1048,10,211,21.0,1.25,26.0,26
1,8,254463,12,1014,10,584,7.0,0.0,7.0,7
1,8,142304,12,1036,8,294,5.0,0.0,5.0,6
1,1,150606,6,1026,3,365,0.0,0.0,0.0,6
1,19,245906,12,1030,6,292,0.0,0.0,0.0,6
1,14,221750,12,1024,2,657,1.0,0.0,1.0,6
1,1,203519,20,1024,6,335,0.0,0.0,0.0,6
1,3,241453,8,1039,4,180,0.0,0.0,0.0,6
1,3,56959,24,1003,24,881,34.0,0.0,34.0,34
1,28,214988,12,1040,4,180,2.0,0.0,2.0,6
1,2,52787,12,1044,4,634,4.0,0.0,4.0,6
1,3,169145,36,1044,10,252,15.0,0.0,15.0,15
1,5,206917,12,1007,3,365,0.0,0.0,0.0,6
2,23,228138,12,1015,4,10,0.0,0.0,0.0,3
1,5,250567,18,1047,9,540,7.0,1.25,9.0,9
2,19,253170,9,1023,9,300,0.0,0.0,0.0,3
1,5,216584,12,1052,6,643,0.0,1.25,0.0,8
1,10,82716,12,1015,8,658,1.0,0.0,1.0,6
1,5,67666,12,1022,10,242,4.0,0.0,4.0,6
1,5,251188,6,1040,3,365,0.0,0.0,0.0,6
1,8,254787,15,1015,3,292,0.0,0.0,0.0,6
1,4,7427,10,1024,4,555,0.0,0.0,0.0,6
1,1,248701,1,1040,3,365,0.0,0.0,0.0,6
1,10,258232,36,1014,6,1277,7.0,1.25,9.0,9
1,8,211270,12,1016,7,1445,4.0,0.0,4.0,6
1,3,251753,20,1006,8,180,0.0,0.0,0.0,6
1,10,245771,12,1024,8,274,11.0,1.25,14.0,14
1,3,230635,24,1011,8,623,10.0,0.0,10.0,10
1,8,226187,12,1011,4,598,5.0,0.0,5.0,6
1,10,237563,6,1051,6,657,0.0,0.0,0.0,6
1,9,81114,12,1003,12,658,8.0,0.0,8.0,8
1,8,7438,12,1032,7,650,6.0,0.0,6.0,6
1,8,248107,12,1041,8,168,1.0,0.0,1.0,6
1,14,238446,12,1023,2,1825,1.0,0.0,1.0,6
1,1,257726,1,1040,3,1825,10.0,0.0,7.0,7
1,1,254837,1,1030,3,365,2.0,0.0,1.0,6
1,1,126391,1,1048,6,329,2.0,0.0,1.0,6
2,21,33193,1,1007,4,50,4.0,0.0,3.0,3
1,8,4650,50,1006,6,1570,2.0,0.0,2.0,6
1,2,179403,24,1006,10,365,18.0,0.0,18.0,18
2,19,253606,1,1041,6,40,5.0,0.0,2.0,3
1,9,252663,12,1022,4,756,1.0,1.25,1.0,8
1,2,112532,6,1039,22,342,23.0,1.25,29.0,29
2,28,219393,12,1021,6,135,8.0,0.0,8.0,8
1,10,260269,6,1011,4,504,1.0,0.0,1.0,6
2,28,214163,10,1026,3,32,4.0,0.0,1.0,3
1,9,248603,12,1003,4,864,3.0,0.0,3.0,6
1,2,130726,1,1048,18,316,20.0,0.0,20.0,20
1,14,258934,12,1015,2,400,0.0,0.0,0.0,6
1,8,237964,6,1007,4,424,3.0,0.0,3.0,6
1,3,227219,8,1034,6,289,1.0,0.0,1.0,6
1,3,257916,36,1033,20,126,10.0,0.0,10.0,10
1,19,236315,12,1007,6,180,0.0,0.0,0.0,6
1,9,256570,6,1038,6,766,2.0,0.0,2.0,6
1,19,251827,12,1005,6,465,0.0,0.0,0.0,6
1,19,230737,12,1048,6,652,0.0,0.0,0.0,6
1,14,245456,30,1020,20,2190,14.0,0.0,14.0,14
1,10,164386,12,1052,6,658,0.0,1.25,0.0,8
1,8,7514,12,1038,10,698,5.0,0.0,5.0,6
1,14,202050,12,1000,8,658,8.0,0.0,8.0,8
1,1,68331,3,1024,3,365,0.0,0.0,0.0,6
1,5,255870,8,1011,12,150,4.0,1.25,5.0,8
1,19,254722,12,1044,24,365,0.0,0.0,0.0,6
1,28,194372,8,1034,4,120,0.0,0.0,0.0,6
1,5,258843,12,1044,4,540,1.0,0.0,1.0,6
1,2,2445,48,1014,120,720,0.0,0.0,0.0,6
1,2,257236,12,1005,6,255,5.0,0.0,5.0,6
1,19,245562,12,1032,12,180,5.0,0.0,5.0,6
1,19,254718,12,1015,24,365,1.0,0.0,1.0,6
1,20,246707,6,1016,6,260,0.0,0.0,0.0,6
1,3,234325,40,1053,12,242,14.0,1.25,18.0,18
1,19,237166,12,1030,6,1460,0.0,0.0,0.0,6
1,9,257136,48,1053,6,876,3.0,0.0,3.0,6
1,9,245774,12,1046,6,720,0.0,0.0,0.0,6
1,20,247926,12,1003,7,270,1.0,0.0,1.0,6
1,8,256441,6,1023,6,150,0.0,0.0,0.0,6
1,8,203880,10,1046,6,534,5.0,1.25,6.0,8
1,8,202331,12,1007,4,655,1.0,0.0,1.0,6
1,8,8241,24,1034,8,515,8.0,1.25,10.0,10
1,2,252379,12,1014,72,380,38.0,0.0,38.0,38
1,19,230706,12,1044,4,407,1.0,0.0,1.0,6
1,19,253714,40,1052,6,511,0.0,0.0,0.0,6
1,9,230172,12,1015,4,658,4.0,0.0,4.0,6
1,3,140796,24,1044,10,895,3.0,0.0,3.0,6
2,28,217635,20,1049,3,40,6.0,0.0,2.0,3
1,14,216731,25,1036,18,658,6.0,0.0,6.0,6
2,27,223691,20,1038,6,210,6.0,0.0,6.0,6
1,9,251931,24,1000,7,768,4.0,0.0,4.0,6
1,2,227308,24,1047,2,159,2.0,1.25,3.0,8
1,2,170173,24,1042,2,365,7.0,1.25,9.0,9
1,8,202674,10,1049,4,234,6.0,0.0,6.0,6
2,23,76670,20,1015,5,114,13.0,0.0,13.0,13
1,20,235967,24,1038,8,247,5.0,0.0,5.0,6
1,4,140647,12,1012,4,466,1.0,0.0,1.0,6
1,5,255054,12,1020,3,180,0.0,0.0,0.0,6
1,9,236222,12,1032,24,658,10.0,1.25,13.0,13
1,6,213144,12,1032,56,691,10.0,0.0,10.0,10
1,8,223997,6,1030,6,300,1.0,0.0,1.0,6
1,2,1614,24,1051,12,274,9.0,1.25,11.0,11
1,2,196692,10,1015,10,310,9.0,0.0,9.0,9
1,6,246075,24,1042,6,1000,3.0,1.25,4.0,8
1,1,237782,1,1021,3,328,1.0,0.0,1.0,6
1,6,6468,24,1050,6,704,6.0,0.0,6.0,6
1,5,228912,32,1038,10,270,6.0,0.0,6.0,6
1,2,259430,24,1042,6,216,2.0,1.25,3.0,8
1,19,236395,12,1021,6,584,0.0,0.0,0.0,6
1,8,203832,12,1015,7,654,4.0,0.0,4.0,6
1,3,233343,10,1053,10,326,2.0,0.0,2.0,6
1,19,221904,6,1023,6,730,0.0,0.0,0.0,6
1,1,249217,6,1047,6,1095,4.0,0.0,3.0,6
1,2,170135,36,1020,4,365,1.0,0.0,1.0,6
2,21,225070,12,1038,8,60,1.0,0.0,1.0,3
2,21,260330,24,1039,12,126,10.0,0.0,10.0,10
2,19,248049,1,1050,6,90,0.0,0.0,0.0,3
1,25,238776,12,1005,12,360,18.0,0.0,18.0,18
1,1,239912,12,1026,3,180,6.0,0.0,4.0,4
1,8,146550,12,1024,6,422,1.0,0.0,1.0,6
1,1,242742,1,1014,3,730,0.0,0.0,0.0,6
2,23,246918,12,1005,6,109,1.0,1.25,1.0,4
1,10,141954,24,1049,12,658,10.0,0.0,10.0,10
1,19,229202,12,1038,12,720,15.0,0.0,15.0,15
1,1,177157,1,1011,3,360,2.0,0.0,1.0,6
1,20,222328,6,1006,3,265,0.0,0.0,0.0,6
1,9,194175,12,1022,6,658,9.0,1.25,11.0,11
1,8,254463,12,1003,6,584,0.0,0.0,0.0,6
1,2,206076,16,1011,18,328,13.0,0.0,13.0,13
1,28,214221,24,1047,4,182,3.0,0.0,3.0,6
1,1,257667,1,1030,3,720,1.0,0.0,1.0,6
1,1,245716,1,1011,3,1460,3.0,0.0,2.0,6
2,23,224724,10,1032,7,162,18.0,0.0,18.0,18
2,28,172376,12,1032,4,120,7.0,0.0,7.0,7
1,6,252748,48,1006,24,438,10.0,0.0,10.0,10
2,19,226329,3,1023,6,166,0.0,0.0,0.0,3
1,1,181713,12,1006,3,329,1.0,0.0,1.0,6
1,1,170322,12,1014,24,365,66.0,0.0,43.0,44
1,4,56908,10,1021,7,240,4.0,0.0,4.0,6
1,2,232071,12,1036,6,313,8.0,0.0,8.0,8
1,5,249735,12,1026,3,240,0.0,0.0,0.0,6
1,5,251530,12,1016,8,90,6.0,0.0,4.0,6
1,6,241111,48,1030,8,756,12.0,0.0,12.0,12
1,2,153116,10,1036,2,95,2.0,0.0,2.0,6
1,19,212476,12,1032,12,490,8.0,0.0,8.0,8
1,5,238804,16,1030,24,330,11.0,1.25,14.0,14
1,8,7247,24,1024,18,674,19.0,0.0,19.0,19
1,1,257661,1,1015,3,1095,4.0,0.0,3.0,6
1,2,168151,60,1007,4,76,6.0,1.25,5.0,8
1,9,250371,12,1052,6,504,0.0,0.0,0.0,6
2,23,252309,1,1019,10,8,48.0,0.0,11.0,11
2,22,244578,10,1036,4,500,0.0,0.0,0.0,3
1,9,244909,4,1020,2,275,3.0,0.0,3.0,6
1,3,205524,6,1040,6,655,12.0,1.25,15.0,15
1,19,257515,24,1047,6,256,2.0,0.0,2.0,6
1,1,235862,1,1014,6,329,1.0,0.0,1.0,6
1,8,238832,3,1041,4,90,0.0,0.0,0.0,6
1,1,253634,12,1034,6,360,3.0,0.0,2.0,6
1,2,215271,16,1042,16,274,2.0,1.25,3.0,8
1,8,189217,12,1014,28,564,21.0,1.25,26.0,26
1,9,239996,24,1023,6,1095,28.0,1.25,35.0,35
1,1,240401,24,1051,6,365,1.0,0.0,1.0,6
1,10,11685,6,1049,12,658,12.0,0.0,12.0,12
1,19,229895,20,1047,10,321,0.0,0.0,0.0,6
1,2,258617,16,1023,2,180,3.0,0.0,3.0,6
1,1,153402,1,1016,3,360,2.0,0.0,1.0,6
1,20,206995,12,1006,12,317,4.0,0.0,4.0,6
1,20,257447,24,1014,12,300,0.0,1.25,0.0,8
1,8,251628,12,1019,7,292,7.0,0.0,7.0,7
1,9,237049,12,1011,10,657,11.0,1.25,14.0,14
1,1,229477,12,1050,6,241,1.0,0.0,1.0,6
1,10,240317,6,1048,6,1274,19.0,0.0,19.0,19
1,2,255302,10,1034,4,378,0.0,0.0,0.0,6
1,3,44656,20,1012,40,255,27.0,1.25,34.0,34
2,23,200859,14,1000,24,108,32.0,1.25,40.0,40
1,19,245243,12,1021,4,545,0.0,1.25,0.0,8
1,2,256631,24,1042,4,295,5.0,0.0,5.0,6
2,19,256111,5,1007,6,37,1.0,0.0,0.0,3
1,28,97935,12,1006,12,90,11.0,0.0,7.0,7
1,2,246500,24,1050,6,180,15.0,1.25,19.0,19
1,3,97288,20,1044,6,853,0.0,0.0,0.0,6
1,2,171493,24,1036,8,431,2.0,0.0,2.0,6
1,5,100401,24,1014,6,316,9.0,0.0,9.0,9
1,1,257810,1,1052,3,730,0.0,0.0,0.0,6
1,1,251506,24,1015,20,180,41.0,0.0,27.0,27
1,19,254719,12,1007,24,365,1.0,0.0,1.0,6
1,1,246122,1,1030,3,1095,0.0,0.0,0.0,6
1,2,207238,12,1032,24,365,16.0,0.0,16.0,16
2,19,253662,1,1040,5,200,0.0,0.0,0.0,3
1,9,99730,6,1019,4,657,1.0,0.0,1.0,6
1,5,50041,24,1012,30,322,5.0,1.25,6.0,8
1,5,258637,12,1005,6,100,2.0,0.0,2.0,6
1,1,137555,1,1034,3,329,0.0,0.0,0.0,6
1,2,203921,24,1022,12,365,4.0,0.0,4.0,6
1,10,258982,4,1012,6,511,0.0,0.0,0.0,6
1,20,253858,8,1038,6,255,0.0,0.0,0.0,6
1,10,235796,24,1015,18,658,34.0,0.0,34.0,34
1,2,208482,24,1014,12,207,20.0,0.0,20.0,20
1,8,253521,12,1030,6,876,0.0,1.25,0.0,8
1,3,257918,36,1044,12,192,9.0,0.0,9.0,9
1,1,252365,1,1011,3,1000,1.0,0.0,1.0,6
1,8,204977,72,1052,24,313,13.0,0.0,13.0,13
1,1,117688,6,1051,3,365,2.0,0.0,1.0,6
1,10,238310,6,1034,11,1095,5.0,0.0,5.0,6
1,3,220971,24,1023,2,596,0.0,0.0,0.0,6
1,20,253857,12,1051,6,255,0.0,0.0,0.0,6
1,10,242839,12,1024,6,864,9.0,0.0,9.0,9
1,8,173462,24,1006,4,326,0.0,0.0,0.0,6
2,28,255687,20,1021,8,60,32.0,1.25,26.0,26
1,14,193331,6,1021,5,1095,0.0,0.0,0.0,6
1,9,236235,12,1024,6,658,1.0,1.25,1.0,8
1,10,258235,6,1011,4,767,1.0,0.0,1.0,6
1,1,209693,20,1030,12,365,25.0,0.0,17.0,17
1,2,245306,6,1046,12,180,1.0,0.0,1.0,6
2,22,39729,6,1038,4,325,4.0,0.0,4.0,3
1,2,233615,24,1052,2,321,3.0,0.0,3.0,6
1,5,201917,4,1041,6,303,2.0,1.25,3.0,8
2,23,246099,10,1014,11,90,16.0,1.25,14.0,14
1,3,256234,12,1047,6,120,4.0,0.0,4.0,6
1,2,207250,12,1040,10,353,15.0,0.0,15.0,15
1,10,258430,4,1042,6,315,2.0,1.25,3.0,8
1,14,215431,10,1026,6,700,3.0,0.0,3.0,6
1,1,205568,1,1052,3,329,0.0,0.0,0.0,6
1,28,198681,12,1011,12,75,9.0,0.0,6.0,6
1,8,202633,10,1041,4,202,4.0,0.0,4.0,6
1,19,237568,40,1005,6,1460,2.0,1.25,3.0,8
1,2,254023,18,1052,4,252,0.0,0.0,0.0,6
1,5,238761,3,1032,36,255,46.0,0.0,46.0,46
1,19,229071,1,1046,6,631,4.0,0.0,4.0,6
1,10,243337,6,1026,8,504,8.0,1.25,10.0,10
1,5,132085,12,1051,3,959,3.0,0.0,3.0,6
1,2,197600,24,1023,10,156,19.0,1.25,24.0,24
1,2,256264,12,1016,4,168,1.0,0.0,1.0,6
1,10,258458,6,1000,6,766,16.0,1.25,20.0,20
2,23,200857,14,1047,8,108,5.0,1.25,6.0,4
1,3,254039,24,1034,6,210,9.0,0.0,9.0,9
1,8,7987,12,1036,14,328,21.0,0.0,21.0,21
1,19,249055,12,1019,6,365,0.0,0.0,0.0,6
1,9,223094,12,1051,6,660,3.0,1.25,4.0,8
1,9,248603,12,1047,6,864,3.0,0.0,3.0,6
1,2,110281,48,1047,24,266,28.0,0.0,28.0,28
1,2,247286,12,1007,4,180,3.0,0.0,3.0,6
1,20,183398,12,1003,4,292,5.0,0.0,5.0,6
1,2,257526,25,1007,6,180,2.0,1.25,3.0,8
1,19,217190,12,1041,6,650,1.0,0.0,1.0,6
2,19,226329,3,1016,3,166,0.0,0.0,0.0,3
1,1,252579,1,1053,3,720,2.0,0.0,1.0,6
2,28,248777,8,1050,6,51,6.0,0.0,4.0,3
2,19,245062,1,1038,5,25,7.0,0.0,2.0,3
1,2,238166,12,1038,2,312,0.0,0.0,0.0,6
1,8,28385,12,1053,24,180,28.0,1.25,35.0,35
1,5,238307,12,1026,3,900,4.0,0.0,4.0,6
1,1,207315,1,1014,6,329,0.0,0.0,0.0,6
1,28,242624,12,1007,4,58,2.0,0.0,1.0,6
1,8,161137,24,1016,7,316,3.0,0.0,3.0,6
1,10,116656,6,1019,6,658,12.0,1.25,15.0,15
1,5,245627,6,1036,3,180,3.0,0.0,3.0,6
1,2,223492,12,1039,12,90,9.0,0.0,6.0,6
1,8,80300,12,1011,12,760,36.0,1.25,45.0,45
1,9,61866,12,1036,4,658,5.0,1.25,6.0,8
1,4,253889,10,1005,10,240,0.0,0.0,0.0,6
1,8,165354,16,1044,10,630,8.0,0.0,8.0,8
2,21,235131,1,1011,3,1189,2.0,0.0,2.0,3
1,10,242929,24,1000,25,864,21.0,0.0,21.0,21
1,28,220245,8,1042,4,40,7.0,0.0,2.0,6
1,14,227247,12,1016,10,658,4.0,0.0,4.0,6
1,8,247001,10,1016,13,240,0.0,1.25,0.0,8
2,28,243074,18,1050,6,91,0.0,0.0,0.0,3
1,1,257309,24,1003,6,180,1.0,1.25,1.0,8
1,8,203395,12,1011,10,319,3.0,1.25,4.0,8
1,28,134003,12,1019,6,120,8.0,0.0,8.0,8
1,9,244847,12,1026,6,1095,3.0,0.0,3.0,6
1,2,104746,10,1023,2,300,4.0,0.0,4.0,6
1,5,186504,14,1012,3,264,0.0,1.25,0.0,8
1,3,140794,24,1019,4,732,3.0,0.0,3.0,6
1,5,179810,6,1048,3,494,1.0,0.0,1.0,6
1,3,245633,6,1019,20,255,6.0,0.0,6.0,6
1,19,237693,24,1014,6,365,8.0,0.0,8.0,8
1,9,179772,12,1048,4,740,0.0,0.0,0.0,6
1,2,181123,10,1003,12,162,1.0,0.0,1.0,6
1,1,258871,1,1039,6,730,21.0,0.0,14.0,14
1,8,80518,12,1020,4,404,2.0,1.25,3.0,8
1,3,201987,10,1048,4,573,5.0,0.0,5.0,6
1,2,170136,36,1040,10,365,5.0,0.0,5.0,6
1,2,194492,20,1039,6,365,6.0,1.25,8.0,8
1,1,252355,1,1044,3,1000,0.0,1.25,0.0,8
2,19,218666,1,1052,0,85,0.0,0.0,0.0,3
1,9,232247,12,1053,12,730,7.0,0.0,7.0,7
1,5,253377,12,1023,3,150,0.0,0.0,0.0,6
2,18,236490,30,1048,6,163,15.0,0.0,15.0,15
1,8,255265,6,1023,8,200,0.0,0.0,0.0,6
1,19,236812,10,1012,12,720,0.0,0.0,0.0,6
1,5,200228,14,1039,6,146,4.0,0.0,4.0,6
1,3,254366,12,1047,8,255,4.0,0.0,4.0,6
1,10,233541,12,1046,4,658,2.0,1.25,3.0,8
2,28,149978,12,1007,6,135,6.0,0.0,6.0,6
1,2,3447,12,1030,16,656,5.0,0.0,5.0,6
2,23,221919,1,1033,3,21,0.0,0.0,0.0,3
1,3,237954,24,1034,4,365,1.0,0.0,1.0,6
1,19,256093,16,1000,12,180,4.0,0.0,4.0,6
1,10,255525,6,1042,6,511,0.0,0.0,0.0,6
1,20,237439,24,1022,6,360,0.0,1.25,0.0,8
2,23,20506,20,1020,3,150,1.0,0.0,1.0,3
2,19,253668,1,1022,5,200,0.0,0.0,0.0,3
1,2,194491,20,1039,6,280,13.0,1.25,16.0,16
1,20,247644,24,1003,24,150,2.0,0.0,2.0,6
2,23,246094,1,1024,3,8,11.0,0.0,3.0,3
1,28,159429,6,1007,4,90,2.0,0.0,1.0,6
2,28,260509,12,1003,4,50,5.0,0.0,3.0,3
1,8,236272,4,1030,8,180,3.0,0.0,3.0,6
1,8,223999,6,1042,6,300,0.0,0.0,0.0,6
1,2,91128,12,1005,6,332,4.0,0.0,4.0,6
2,21,28973,10,1019,5,34,4.0,0.0,1.0,3
1,1,237085,1,1030,3,365,1.0,0.0,1.0,6
1,9,257295,12,1033,6,766,4.0,1.25,5.0,8
1,19,255405,1,1000,6,600,3.0,0.0,3.0,6
2,23,228735,12,1049,13,110,76.0,0.0,76.0,76
2,22,253758,1,1038,6,335,1.0,0.0,1.0,3
2,18,216579,10,1016,6,106,18.0,0.0,18.0,18
1,2,230764,12,1011,6,297,20.0,1.25,25.0,25
1,3,257920,36,1048,6,192,5.0,0.0,5.0,6
1,9,244378,12,1005,4,70,4.0,0.0,3.0,6
1,20,199370,24,1021,8,328,16.0,0.0,16.0,16
1,2,257235,12,1006,6,255,4.0,1.25,5.0,8
1,1,248234,6,1024,6,180,1.5,1.25,1.0,8
2,28,214917,12,1038,4,205,0.0,0.0,0.0,3
1,5,255063,20,1024,5,305,1.0,0.0,1.0,6
1,5,250365,12,1040,5,90,3.0,0.0,2.0,6
1,1,247509,1,1016,4,2190,1.0,0.0,1.0,6
1,2,172626,20,1039,6,229,9.0,0.0,9.0,9
1,9,244914,4,1051,2,275,0.0,0.0,0.0,6
2,22,121557,10,1022,10,378,6.0,1.25,8.0,8
1,5,31725,24,1040,9,481,1.0,0.0,1.0,6
1,5,87286,20,1021,38,598,43.0,1.25,54.0,54
2,22,255418,10,1052,2,540,0.0,0.0,0.0,3
1,28,219551,4,1016,4,180,0.0,0.0,0.0,6
1,8,249923,10,1019,5,216,1.0,0.0,1.0,6
1,9,252488,24,1020,8,1276,1.0,0.0,1.0,6
1,4,192502,10,1044,6,371,0.0,0.0,0.0,6
2,18,176978,20,1041,40,163,32.0,0.0,32.0,32
1,9,142229,12,1000,4,657,7.0,0.0,7.0,7
1,8,245152,12,1012,6,730,0.0,0.0,0.0,6
2,27,221628,12,1047,20,210,15.0,0.0,15.0,15
2,19,235953,1,1033,6,300,0.0,0.0,0.0,3
1,1,257745,1,1016,3,1095,1.0,0.0,1.0,6
1,20,253857,12,1034,6,255,2.0,0.0,2.0,6
1,2,176390,12,1020,2,295,0.0,0.0,0.0,6
1,9,248418,12,1044,6,730,2.0,0.0,2.0,6
1,5,107162,12,1049,8,214,6.0,0.0,6.0,6
1,28,216940,6,1041,2,180,0.0,0.0,0.0,6
1,2,221411,12,1015,2,389,5.0,0.0,5.0,6
1,2,254919,12,1026,4,382,2.0,0.0,2.0,6
1,1,229484,1,1014,2,365,0.0,0.0,0.0,6
1,1,258657,1,1047,3,1000,0.0,0.0,0.0,6
1,8,260528,6,1038,6,288,2.0,0.0,2.0,6
1,3,173876,20,1023,14,299,16.0,1.25,20.0,20
1,8,59673,12,1044,4,639,0.0,0.0,0.0,6
1,14,248209,60,1044,6,2190,2.0,1.25,3.0,8
1,5,224855,12,1019,3,300,3.0,0.0,3.0,6
1,2,228463,36,1036,6,314,11.0,0.0,11.0,11
1,5,257985,20,1041,3,480,1.0,0.0,1.0,6
