pr_dpcode,brcode,parqty,sh_daysmin,sd_t_qty_30,on_promotion,Parqty_Cal,Parqty_Adj
8,8.0,6,180,6.0,1.25,8.0,8
9,4.0,6,660,3.0,1.25,4.0,8
19,3.0,3,90,5.0,0.0,3.0,3
5,1.0,3,808,1.0,1.25,1.0,8
19,1.0,6,90,1.0,1.25,1.0,4
12,19.0,10,511,15.0,1.25,19.0,19
19,0.0,2,365,0.0,0.0,0.0,6
23,16.0,5,108,16.0,0.0,16.0,16
8,13.0,10,652,13.0,0.0,13.0,13
2,2.0,12,213,2.0,0.0,2.0,6
8,6.0,9,330,6.0,0.0,6.0,6
5,7.0,12,180,7.0,0.0,7.0,7
9,4.0,6,660,3.0,1.25,4.0,8
3,13.0,12,655,10.0,1.25,13.0,13
5,24.0,12,652,19.0,1.25,24.0,24
14,0.0,10,657,0.0,0.0,0.0,6
5,1.0,3,526,1.0,1.25,1.0,8
8,44.0,35,978,44.0,0.0,44.0,44
9,1.0,4,504,1.0,1.25,1.0,8
23,1.0,6,215,1.0,0.0,1.0,3
19,0.0,6,292,0.0,0.0,0.0,6
1,4.0,3,365,6.0,0.0,4.0,4
1,0.0,3,2555,0.0,0.0,0.0,6
2,14.0,20,540,14.0,0.0,14.0,14
22,0.0,6,335,0.0,0.0,0.0,3
1,0.0,3,365,0.0,0.0,0.0,6
28,26.0,44,120,26.0,0.0,26.0,26
9,9.0,6,630,7.0,1.25,9.0,9
2,17.0,40,226,17.0,0.0,17.0,17
23,14.0,10,126,11.0,1.25,14.0,14
19,7.0,2,657,7.0,0.0,7.0,7
22,1.0,3,219,1.0,0.0,1.0,3
10,115.0,16,170,92.0,1.25,115.0,115
19,3.0,4,342,3.0,0.0,3.0,6
19,7.0,10,730,7.0,0.0,7.0,7
20,1.0,9,183,1.0,0.0,1.0,6
8,91.0,74,978,91.0,0.0,91.0,91
1,9.0,6,365,13.0,0.0,9.0,9
2,1.0,4,316,1.0,0.0,1.0,6
2,6.0,7,365,5.0,1.25,6.0,8
8,0.0,6,511,0.0,0.0,0.0,6
8,1.0,8,298,1.0,0.0,1.0,6
3,0.0,2,120,0.0,0.0,0.0,6
28,1.0,3,30,2.0,0.0,1.0,3
23,19.0,5,162,19.0,0.0,19.0,19
19,0.0,6,85,0.0,0.0,0.0,3
23,9.0,9,26,28.0,0.0,9.0,9
22,17.0,6,365,17.0,0.0,17.0,17
3,2.0,10,321,2.0,0.0,2.0,6
20,5.0,6,255,4.0,1.25,5.0,8
23,0.0,3,162,0.0,0.0,0.0,3
21,7.0,8,180,7.0,0.0,7.0,7
5,1.0,3,150,1.0,0.0,1.0,6
19,2.0,3,650,2.0,0.0,2.0,6
9,8.0,6,540,8.0,0.0,8.0,8
1,0.0,3,365,0.0,0.0,0.0,6
9,0.0,6,1095,0.0,0.0,0.0,6
19,0.0,6,365,0.0,0.0,0.0,6
14,5.0,6,657,5.0,0.0,5.0,6
1,0.0,3,329,0.0,0.0,0.0,6
11,0.0,6,657,0.0,0.0,0.0,6
23,21.0,8,103,21.0,0.0,21.0,21
19,4.0,6,432,4.0,0.0,4.0,3
9,4.0,19,658,4.0,0.0,4.0,6
2,8.0,6,255,6.0,1.25,8.0,8
8,5.0,7,1151,5.0,0.0,5.0,6
19,4.0,12,584,4.0,0.0,4.0,6
19,1.0,3,50,2.0,0.0,1.0,3
27,1.0,1,37,1.82,0.0,1.0,3
20,14.0,12,240,14.0,0.0,14.0,14
10,1.0,4,720,1.0,0.0,1.0,6
1,1.0,3,329,1.0,0.0,1.0,6
28,1.0,6,180,1.0,0.0,1.0,6
3,1.0,6,256,1.0,1.25,1.0,8
1,1.0,6,1460,1.0,0.0,1.0,6
8,0.0,6,511,0.0,0.0,0.0,6
2,21.0,12,236,17.0,1.25,21.0,21
23,9.0,10,215,9.0,0.0,9.0,9
19,0.0,20,432,0.0,0.0,0.0,6
3,10.0,6,254,10.0,0.0,10.0,10
18,23.0,8,102,23.0,0.0,23.0,23
19,23.0,15,604,23.0,0.0,23.0,23
19,14.0,12,658,14.0,0.0,14.0,14
22,5.0,8,219,5.0,0.0,5.0,3
8,3.0,18,304,3.0,0.0,3.0,6
3,1.0,12,180,1.0,0.0,1.0,6
23,35.0,24,110,35.0,0.0,35.0,35
5,1.0,3,100,1.0,0.0,1.0,6
9,5.0,9,658,5.0,0.0,5.0,6
2,3.0,6,90,4.0,0.0,3.0,6
4,2.0,4,365,2.0,0.0,2.0,6
28,13.0,6,150,13.0,0.0,13.0,13
19,5.0,9,46,8.0,0.0,5.0,3
8,5.0,20,318,5.0,0.0,5.0,6
2,4.0,2,730,4.0,0.0,4.0,6
10,76.0,62,1631,60.0,1.25,76.0,75
20,4.0,6,252,4.0,0.0,4.0,6
3,0.0,4,600,0.0,0.0,0.0,6
14,3.0,9,658,3.0,0.0,3.0,6
19,1.0,3,730,1.0,0.0,1.0,6
5,0.0,3,532,0.0,0.0,0.0,6
18,1.0,14,320,1.0,0.0,1.0,3
20,15.0,6,291,15.0,0.0,15.0,15
9,0.0,6,658,0.0,1.25,0.0,8
6,0.0,5,292,0.0,0.0,0.0,6
1,0.0,3,329,0.0,0.0,0.0,6
14,27.0,40,658,27.0,0.0,27.0,27
8,2.0,6,584,2.0,0.0,2.0,6
9,1.0,6,1095,1.0,1.25,1.0,8
2,10.0,35,316,10.0,0.0,10.0,10
23,9.0,6,162,9.0,0.0,9.0,9
1,0.0,3,1277,0.0,0.0,0.0,6
10,5.0,5,658,4.0,1.25,5.0,8
9,44.0,36,365,35.0,1.25,44.0,44
21,5.0,3,72,6.0,1.25,5.0,4
5,9.0,24,180,9.0,0.0,9.0,9
2,28.0,16,227,22.0,1.25,28.0,28
10,4.0,6,766,3.0,1.25,4.0,8
28,0.0,4,180,0.0,0.0,0.0,6
8,15.0,11,651,12.0,1.25,15.0,15
20,0.0,6,238,0.0,0.0,0.0,6
1,1.0,3,1825,2.0,0.0,1.0,6
19,2.0,5,25,5.0,0.0,2.0,3
19,0.0,12,290,0.0,0.0,0.0,6
20,36.0,6,321,36.0,0.0,36.0,36
1,0.0,5,288,0.0,0.0,0.0,6
3,0.0,4,648,0.0,0.0,0.0,6
9,8.0,8,658,6.0,1.25,8.0,8
19,0.0,6,766,0.0,1.25,0.0,8
3,5.0,6,636,5.0,0.0,5.0,6
10,1.0,4,658,1.0,0.0,1.0,6
4,0.0,6,216,0.0,0.0,0.0,6
6,8.0,6,253,8.0,0.0,8.0,8
22,7.0,8,219,7.0,0.0,7.0,7
8,2.0,4,932,2.0,0.0,2.0,6
8,1.0,9,584,1.0,0.0,1.0,6
22,3.0,5,219,2.0,1.25,3.0,4
4,2.0,4,240,2.0,0.0,2.0,6
3,5.0,12,180,4.0,1.25,5.0,8
2,5.0,12,270,4.0,1.25,5.0,8
10,5.0,4,658,5.0,0.0,5.0,6
5,2.0,3,365,2.0,0.0,2.0,6
5,0.0,9,190,0.0,0.0,0.0,6
4,0.0,8,579,0.0,0.0,0.0,6
1,0.0,2,329,0.0,0.0,0.0,6
5,20.0,12,652,20.0,0.0,20.0,20
8,4.0,4,319,3.0,1.25,4.0,8
23,3.0,7,25,8.0,0.0,3.0,3
23,3.0,6,25,5.0,1.25,3.0,4
18,8.0,6,163,8.0,0.0,8.0,8
20,2.0,6,574,2.0,0.0,2.0,6
28,1.0,3,27,2.0,0.0,1.0,3
8,17.0,8,328,17.0,0.0,17.0,17
28,2.0,7,365,2.0,0.0,2.0,6
2,17.0,16,291,17.0,0.0,17.0,17
2,24.0,18,460,19.0,1.25,24.0,24
28,0.0,4,365,0.0,0.0,0.0,6
10,1.0,7,1095,1.0,1.25,1.0,8
8,0.0,12,155,0.0,0.0,0.0,6
20,0.0,16,288,0.0,0.0,0.0,6
19,0.0,2,658,0.0,0.0,0.0,6
19,3.0,6,60,5.0,0.0,3.0,3
1,4.0,6,392,6.0,0.0,4.0,4
1,1.0,3,365,1.0,0.0,1.0,6
8,21.0,10,180,21.0,0.0,21.0,21
2,11.0,2,540,9.0,1.25,11.0,11
28,1.0,4,180,1.0,0.0,1.0,6
4,2.0,4,395,2.0,0.0,2.0,6
25,2.0,6,658,2.0,0.0,2.0,6
5,4.0,4,291,4.0,0.0,4.0,6
19,0.0,6,260,0.0,0.0,0.0,6
23,2.0,3,12,7.0,0.0,2.0,3
3,6.0,6,365,5.0,1.25,6.0,8
1,2.0,4,1000,3.0,0.0,2.0,6
6,8.0,6,805,8.0,0.0,8.0,8
3,0.0,6,180,0.0,1.25,0.0,8
3,0.0,6,1080,0.0,0.0,0.0,6
23,0.0,3,14,0.0,0.0,0.0,3
1,0.0,3,329,0.0,0.0,0.0,6
3,17.0,20,328,17.0,0.0,17.0,17
3,3.0,6,192,3.0,0.0,3.0,6
21,31.0,10,270,25.0,1.25,31.0,31
19,4.0,3,313,4.0,0.0,4.0,6
9,3.0,8,1800,3.0,0.0,3.0,6
28,2.0,4,150,2.0,0.0,2.0,6
19,0.0,4,299,0.0,0.0,0.0,6
8,1.0,6,730,1.0,1.25,1.0,8
6,0.0,6,720,0.0,1.25,0.0,8
2,35.0,24,458,28.0,1.25,35.0,35
28,0.0,4,135,0.0,0.0,0.0,6
14,18.0,20,657,18.0,0.0,18.0,18
28,2.0,4,270,2.0,0.0,2.0,6
20,5.0,12,300,4.0,1.25,5.0,8
1,2.0,6,180,3.0,0.0,2.0,6
28,17.0,12,180,17.0,0.0,17.0,17
8,1.0,4,978,1.0,0.0,1.0,6
19,4.0,6,658,4.0,0.0,4.0,6
28,48.0,34,60,57.0,1.25,48.0,48
28,4.0,4,120,4.0,0.0,4.0,6
1,2.0,3,329,3.0,0.0,2.0,6
28,1.0,4,135,1.0,0.0,1.0,6
3,4.0,2,289,4.0,0.0,4.0,6
2,1.0,2,189,1.0,0.0,1.0,6
23,2.0,3,18,5.0,0.0,2.0,3
28,0.0,4,60,0.0,0.0,0.0,6
1,1.0,3,750,1.0,0.0,1.0,6
25,2.0,4,730,2.0,0.0,2.0,6
20,11.0,3,60,16.0,0.0,11.0,11
10,1.0,4,657,1.0,0.0,1.0,6
1,3.0,6,1500,4.0,0.0,3.0,6
23,26.0,6,219,21.0,1.25,26.0,26
8,1.0,6,1010,1.0,0.0,1.0,6
1,1.0,3,329,2.0,0.0,1.0,6
2,3.0,8,130,3.0,0.0,3.0,6
19,3.0,6,255,2.0,1.25,3.0,8
5,4.0,3,318,3.0,1.25,4.0,8
19,0.0,6,168,0.0,0.0,0.0,6
3,21.0,20,328,17.0,1.25,21.0,21
6,0.0,9,1153,0.0,0.0,0.0,6
28,17.0,6,135,17.0,0.0,17.0,17
21,10.0,15,12,41.0,0.0,10.0,10
28,0.0,4,710,0.0,0.0,0.0,6
22,0.0,3,355,0.0,0.0,0.0,3
9,8.0,4,658,6.0,1.25,8.0,8
20,0.0,6,441,0.0,0.0,0.0,6
23,1.0,5,60,1.0,0.0,1.0,3
3,5.0,6,323,4.0,1.25,5.0,8
1,0.0,3,365,0.0,0.0,0.0,6
1,0.0,3,329,0.0,0.0,0.0,6
2,34.0,6,291,27.0,1.25,34.0,34
1,12.0,6,365,18.0,0.0,12.0,12
28,3.0,4,90,4.0,0.0,3.0,6
9,7.0,13,766,7.0,0.0,7.0,7
9,4.0,10,766,4.0,0.0,4.0,6
28,0.0,4,120,0.0,0.0,0.0,6
19,5.0,12,192,5.0,0.0,5.0,3
8,5.0,6,542,5.0,0.0,5.0,6
22,0.0,2,500,0.0,0.0,0.0,3
2,0.0,2,100,0.0,1.25,0.0,8
19,0.0,5,584,0.0,0.0,0.0,6
21,11.0,6,60,16.0,0.0,11.0,11
9,3.0,6,1095,2.0,1.25,3.0,8
19,1.0,6,511,1.0,0.0,1.0,6
19,0.0,6,85,0.0,0.0,0.0,3
9,15.0,12,658,12.0,1.25,15.0,15
1,3.0,6,328,4.0,0.0,3.0,6
28,0.0,6,135,0.0,0.0,0.0,3
19,12.0,12,180,12.0,0.0,12.0,12
1,8.0,9,360,12.0,0.0,8.0,8
21,1.0,5,135,1.0,1.25,1.0,4
10,5.0,8,658,5.0,0.0,5.0,6
23,10.0,6,165,10.0,0.0,10.0,10
23,3.0,12,25,5.0,1.25,3.0,4
8,1.0,5,216,1.0,0.0,1.0,6
2,11.0,20,120,11.0,0.0,11.0,11
6,6.0,8,848,6.0,0.0,6.0,6
21,1.0,3,18,4.0,0.0,1.0,3
22,2.0,3,500,2.0,0.0,2.0,3
1,9.0,6,329,14.0,0.0,9.0,9
2,1.0,4,598,1.0,0.0,1.0,6
10,5.0,4,658,5.0,0.0,5.0,6
5,6.0,6,638,5.0,1.25,6.0,8
1,11.0,6,380,13.0,1.25,11.0,11
5,0.0,6,182,0.0,0.0,0.0,6
2,28.0,18,216,28.0,0.0,28.0,28
12,1.0,6,423,1.0,0.0,1.0,6
19,3.0,6,406,3.0,0.0,3.0,6
2,2.0,4,267,2.0,0.0,2.0,6
5,1.0,6,300,1.0,0.0,1.0,6
21,9.0,4,72,10.0,1.25,9.0,9
18,1.0,6,7,4.0,0.0,1.0,3
9,1.0,6,1095,1.0,0.0,1.0,6
28,1.0,4,630,1.0,0.0,1.0,6
19,0.0,6,365,0.0,0.0,0.0,6
20,4.0,8,219,3.0,1.25,4.0,8
21,7.0,6,18,21.0,0.0,7.0,7
9,6.0,19,658,6.0,0.0,6.0,6
14,4.0,12,658,4.0,0.0,4.0,6
8,1.0,6,240,1.0,0.0,1.0,6
1,23.0,13,286,22.0,1.25,23.0,19
19,3.0,6,1460,3.0,0.0,3.0,6
28,0.0,4,360,0.0,0.0,0.0,6
1,2.0,6,730,3.0,0.0,2.0,6
19,1.0,0,90,2.0,0.0,1.0,3
1,0.0,3,730,0.0,0.0,0.0,6
28,0.0,4,300,0.0,0.0,0.0,6
28,0.0,3,9,0.0,0.0,0.0,3
2,0.0,2,189,0.0,0.0,0.0,6
1,5.0,24,365,7.0,0.0,5.0,5
1,1.0,3,90,2.0,0.0,1.0,6
5,21.0,48,657,21.0,0.0,21.0,21
9,3.0,6,1260,3.0,0.0,3.0,6
21,6.0,6,21,14.0,1.25,6.0,4
1,0.0,3,1095,0.0,0.0,0.0,6
9,1.0,6,1095,1.0,0.0,1.0,6
6,40.0,29,1095,40.0,0.0,40.0,40
6,0.0,6,532,0.0,0.0,0.0,6
2,4.0,6,450,3.0,1.25,4.0,8
8,13.0,12,511,10.0,1.25,13.0,13
9,0.0,6,1825,0.0,0.0,0.0,6
20,9.0,6,210,7.0,1.25,9.0,9
19,9.0,20,1060,9.0,0.0,9.0,9
1,1.0,3,365,1.0,0.0,1.0,6
8,5.0,8,180,4.0,1.25,5.0,8
23,0.0,16,62,0.0,0.0,0.0,3
1,1.0,3,365,2.0,0.0,1.0,6
21,0.0,3,180,0.0,1.25,0.0,4
19,0.0,5,80,0.0,0.0,0.0,3
8,1.0,6,120,1.0,1.25,1.0,8
8,159.0,66,275,126.0,1.25,159.0,158
19,2.0,6,157,2.0,0.0,2.0,6
2,5.0,6,218,5.0,0.0,5.0,6
2,7.0,10,311,7.0,0.0,7.0,7
9,8.0,6,1277,6.0,1.25,8.0,8
3,3.0,12,180,3.0,0.0,3.0,6
1,1.0,6,360,1.0,0.0,1.0,6
2,9.0,8,90,14.0,0.0,9.0,9
19,0.0,5,200,0.0,0.0,0.0,3
8,4.0,11,324,4.0,0.0,4.0,6
19,9.0,15,700,9.0,0.0,9.0,9
3,13.0,6,903,13.0,0.0,13.0,13
1,1.0,3,1095,1.0,0.0,1.0,6
1,2.0,3,329,3.0,0.0,2.0,6
28,0.0,4,137,0.0,0.0,0.0,3
27,6.0,6,690,6.0,0.0,6.0,6
23,5.0,4,16,14.0,0.0,5.0,3
28,0.0,4,210,0.0,0.0,0.0,6
19,0.0,6,1278,0.0,0.0,0.0,6
2,0.0,2,270,0.0,0.0,0.0,6
8,1.0,6,360,1.0,0.0,1.0,6
21,4.0,8,45,11.0,0.0,4.0,3
2,20.0,6,365,16.0,1.25,20.0,20
8,2.0,4,324,2.0,0.0,2.0,6
8,10.0,13,696,10.0,0.0,10.0,10
20,2.0,12,280,2.0,0.0,2.0,6
8,2.0,6,922,2.0,0.0,2.0,6
2,4.0,4,270,4.0,0.0,4.0,6
18,53.0,6,161,53.0,0.0,53.0,53
8,0.0,5,180,0.0,1.25,0.0,8
4,20.0,12,266,20.0,0.0,20.0,20
2,21.0,24,257,21.0,0.0,21.0,21
2,0.0,2,252,0.0,0.0,0.0,6
20,4.0,6,300,4.0,0.0,4.0,6
9,3.0,6,504,2.0,1.25,3.0,8
2,6.0,6,450,5.0,1.25,6.0,8
6,7.0,6,576,7.0,0.0,7.0,7
1,0.0,3,730,0.0,0.0,0.0,6
23,13.0,12,15,40.0,0.0,13.0,13
28,5.0,4,135,5.0,0.0,5.0,6
3,0.0,8,256,0.0,1.25,0.0,8
3,6.0,8,633,6.0,0.0,6.0,6
1,0.0,3,1000,0.0,0.0,0.0,6
19,7.0,12,720,7.0,0.0,7.0,7
28,1.0,3,45,3.0,0.0,1.0,3
28,10.0,12,135,10.0,0.0,10.0,10
3,6.0,10,192,6.0,0.0,6.0,6
5,4.0,9,365,3.0,1.25,4.0,8
14,32.0,20,658,32.0,0.0,32.0,32
5,10.0,12,292,10.0,0.0,10.0,10
8,2.0,8,360,2.0,0.0,2.0,6
28,1.0,3,44,3.0,0.0,1.0,3
3,8.0,4,165,8.0,0.0,8.0,8
21,0.0,3,30,1.0,0.0,0.0,3
8,2.0,4,923,2.0,0.0,2.0,6
20,5.0,6,382,4.0,1.25,5.0,8
3,0.0,4,180,0.0,0.0,0.0,6
9,7.0,8,730,7.0,0.0,7.0,7
5,3.0,3,90,3.0,1.25,3.0,8
1,3.0,6,365,5.0,0.0,3.0,6
20,0.0,12,180,0.0,0.0,0.0,6
3,0.0,6,365,0.0,1.25,0.0,8
28,34.0,16,180,34.0,0.0,34.0,34
2,6.0,4,160,6.0,0.0,6.0,6
5,0.0,6,300,0.0,0.0,0.0,6
6,4.0,6,558,4.0,0.0,4.0,6
19,4.0,6,584,4.0,0.0,4.0,6
21,2.0,6,30,6.0,0.0,2.0,3
2,0.0,2,292,0.0,0.0,0.0,6
9,9.0,12,658,9.0,0.0,9.0,9
19,1.0,16,180,1.0,0.0,1.0,6
2,3.0,4,100,2.0,1.25,3.0,8
19,1.0,6,657,1.0,0.0,1.0,6
1,0.0,3,328,0.0,0.0,0.0,6
8,1.0,4,248,1.0,1.25,1.0,8
8,36.0,21,191,36.0,0.0,36.0,36
8,0.0,4,980,0.0,0.0,0.0,6
28,0.0,4,540,0.0,0.0,0.0,6
8,2.0,8,584,2.0,0.0,2.0,6
10,1.0,4,876,1.0,0.0,1.0,6
3,4.0,2,297,3.0,1.25,4.0,8
28,2.0,4,365,2.0,0.0,2.0,6
25,3.0,5,658,3.0,0.0,3.0,6
28,0.0,4,180,0.0,0.0,0.0,6
8,0.0,0,345,0.0,0.0,0.0,6
28,5.0,4,540,5.0,0.0,5.0,6
1,1.0,3,329,1.0,0.0,1.0,6
3,6.0,10,144,6.0,0.0,6.0,6
8,1.0,4,641,1.0,0.0,1.0,6
3,0.0,2,120,0.0,0.0,0.0,6
19,0.0,6,1460,0.0,0.0,0.0,6
9,2.0,6,455,2.0,0.0,2.0,6
28,9.0,8,60,10.0,1.25,9.0,9
1,0.0,3,1825,0.0,0.0,0.0,6
10,10.0,12,658,10.0,0.0,10.0,10
14,5.0,20,290,5.0,0.0,5.0,6
28,10.0,6,120,10.0,0.0,10.0,10
19,0.0,2,365,0.0,0.0,0.0,6
6,22.0,10,631,22.0,0.0,22.0,22
21,9.0,10,108,7.0,1.25,9.0,9
2,53.0,48,365,42.0,1.25,53.0,53
8,0.0,6,255,0.0,0.0,0.0,6
2,3.0,12,610,3.0,0.0,3.0,6
28,2.0,3,21,6.0,0.0,2.0,3
10,7.0,18,658,7.0,0.0,7.0,7
28,0.0,6,60,0.0,0.0,0.0,6
28,1.0,4,182,1.0,0.0,1.0,6
28,2.0,4,205,2.0,0.0,2.0,3
1,0.0,6,240,0.0,0.0,0.0,6
23,1.0,6,182,1.0,0.0,1.0,3
21,0.0,3,275,0.0,0.0,0.0,3
8,4.0,6,240,4.0,0.0,4.0,6
9,9.0,9,1095,9.0,0.0,9.0,9
19,2.0,12,184,2.0,0.0,2.0,6
5,1.0,2,120,1.0,0.0,1.0,6
9,4.0,8,658,4.0,0.0,4.0,6
1,9.0,11,577,13.0,0.0,9.0,9
3,9.0,12,651,7.0,1.25,9.0,9
1,1.0,3,329,2.0,0.0,1.0,6
28,1.0,4,540,1.0,0.0,1.0,6
6,4.0,14,756,4.0,0.0,4.0,6
23,0.0,4,162,0.0,0.0,0.0,3
19,0.0,2,365,0.0,0.0,0.0,6
6,1.0,10,311,1.0,0.0,1.0,6
21,116.0,80,18,367.0,0.0,116.0,122
28,2.0,6,210,2.0,0.0,2.0,3
10,4.0,6,658,4.0,0.0,4.0,6
23,7.0,4,274,7.0,0.0,7.0,7
1,1.0,3,1095,1.0,0.0,1.0,6
8,4.0,7,894,4.0,0.0,4.0,6
2,1.0,2,252,1.0,0.0,1.0,6
28,3.0,6,180,3.0,0.0,3.0,6
25,2.0,9,658,2.0,0.0,2.0,6
23,4.0,3,15,11.0,0.0,4.0,3
28,0.0,78,135,0.0,0.0,0.0,6
10,2.0,4,658,2.0,0.0,2.0,6
19,0.0,4,365,0.0,1.25,0.0,8
19,1.0,3,31,2.0,0.0,1.0,3
2,2.0,8,180,2.0,0.0,2.0,6
10,0.0,6,766,0.0,0.0,0.0,6
10,1.0,6,658,1.0,1.25,1.0,8
9,29.0,12,658,23.0,1.25,29.0,29
4,8.0,8,360,8.0,0.0,8.0,8
1,3.0,3,720,5.0,0.0,3.0,6
6,6.0,4,467,6.0,0.0,6.0,6
1,5.0,3,329,7.0,0.0,5.0,5
8,4.0,4,527,4.0,0.0,4.0,6
19,1.0,6,657,1.0,0.0,1.0,6
10,2.0,7,1095,2.0,0.0,2.0,6
10,2.0,12,864,2.0,0.0,2.0,6
28,4.0,6,180,4.0,0.0,4.0,6
5,8.0,12,600,8.0,0.0,8.0,8
1,1.0,3,329,2.0,0.0,1.0,6
22,5.0,6,479,5.0,0.0,5.0,3
19,0.0,24,292,0.0,0.0,0.0,6
28,0.0,4,135,0.0,0.0,0.0,3
5,5.0,10,180,5.0,0.0,5.0,6
2,4.0,6,225,4.0,0.0,4.0,6
23,8.0,8,25,19.0,1.25,8.0,8
18,20.0,9,102,20.0,0.0,20.0,20
21,9.0,6,108,7.0,1.25,9.0,9
9,6.0,7,657,6.0,0.0,6.0,6
9,3.0,6,548,3.0,0.0,3.0,6
2,0.0,8,216,0.0,1.25,0.0,8
19,1.0,6,365,1.0,0.0,1.0,6
3,4.0,4,180,4.0,0.0,4.0,6
19,4.0,8,658,4.0,0.0,4.0,6
8,3.0,6,303,2.0,1.25,3.0,8
8,0.0,4,730,0.0,1.25,0.0,8
19,18.0,4,21,41.0,1.25,18.0,18
8,2.0,4,199,2.0,0.0,2.0,6
1,2.0,6,329,3.0,0.0,2.0,6
2,1.0,2,252,1.0,0.0,1.0,6
23,3.0,3,15,8.0,0.0,3.0,3
12,1.0,3,378,1.0,0.0,1.0,6
1,0.0,3,2520,0.0,0.0,0.0,6
2,3.0,24,600,3.0,0.0,3.0,6
8,4.0,10,240,3.0,1.25,4.0,8
9,1.0,6,1095,1.0,1.25,1.0,8
1,4.0,6,180,4.0,1.25,4.0,8
1,0.0,6,1460,0.0,0.0,0.0,6
23,32.0,17,20,97.0,0.0,32.0,32
3,25.0,10,916,20.0,1.25,25.0,25
9,0.0,6,730,0.0,0.0,0.0,6
22,0.0,6,324,0.0,0.0,0.0,3
10,13.0,16,658,10.0,1.25,13.0,13
9,1.0,6,657,1.0,0.0,1.0,6
5,0.0,3,526,0.0,1.25,0.0,8
8,1.0,6,159,1.0,0.0,1.0,6
3,0.0,4,310,0.0,0.0,0.0,6
20,6.0,7,392,5.0,1.25,6.0,8
5,1.0,3,100,1.0,1.25,1.0,8
1,1.0,3,1825,1.0,0.0,1.0,6
19,1.0,10,584,1.0,0.0,1.0,6
5,0.0,4,365,0.0,0.0,0.0,6
5,1.0,4,655,1.0,0.0,1.0,6
8,4.0,6,365,4.0,0.0,4.0,6
19,6.0,6,730,5.0,1.25,6.0,8
23,1.0,6,100,1.0,0.0,1.0,3
10,0.0,6,700,0.0,0.0,0.0,6
9,0.0,7,658,0.0,0.0,0.0,6
2,1.0,2,100,1.0,1.25,1.0,8
10,5.0,8,576,5.0,0.0,5.0,6
5,3.0,6,292,3.0,0.0,3.0,6
9,16.0,6,657,13.0,1.25,16.0,16
9,4.0,4,658,3.0,1.25,4.0,8
2,0.0,4,256,0.0,0.0,0.0,6
9,8.0,6,658,8.0,0.0,8.0,8
8,0.0,6,721,0.0,1.25,0.0,8
1,0.0,3,365,0.0,0.0,0.0,6
9,0.0,6,730,0.0,0.0,0.0,6
5,1.0,3,252,1.0,0.0,1.0,6
14,1.0,6,658,1.0,0.0,1.0,6
9,1.0,6,432,1.0,1.25,1.0,8
5,6.0,24,300,5.0,1.25,6.0,8
3,4.0,6,161,3.0,1.25,4.0,8
8,1.0,4,180,1.0,0.0,1.0,6
9,122.0,60,657,98.0,1.25,122.0,123
20,3.0,13,255,2.0,1.25,3.0,8
10,5.0,6,504,4.0,1.25,5.0,8
19,0.0,2,365,0.0,0.0,0.0,6
28,12.0,10,135,12.0,0.0,12.0,12
14,12.0,20,658,12.0,0.0,12.0,12
2,8.0,6,270,6.0,1.25,8.0,8
3,4.0,12,255,3.0,1.25,4.0,8
8,1.0,10,345,1.0,0.0,1.0,6
28,0.0,8,450,0.0,0.0,0.0,6
9,6.0,6,766,5.0,1.25,6.0,8
1,0.0,3,365,0.0,0.0,0.0,6
5,1.0,3,930,1.0,0.0,1.0,6
1,0.0,3,365,0.0,0.0,0.0,6
23,7.0,8,15,22.0,0.0,7.0,7
23,8.0,7,190,8.0,0.0,8.0,8
4,2.0,5,596,2.0,0.0,2.0,6
18,24.0,30,103,24.0,0.0,24.0,24
5,19.0,36,300,19.0,0.0,19.0,19
8,1.0,7,360,1.0,0.0,1.0,6
8,1.0,6,570,1.0,0.0,1.0,6
1,0.0,2,365,0.0,0.0,0.0,6
19,1.0,6,584,1.0,0.0,1.0,6
19,2.0,10,220,2.0,0.0,2.0,3
2,14.0,29,328,11.0,1.25,14.0,14
8,10.0,15,324,10.0,0.0,10.0,10
9,0.0,6,756,0.0,0.0,0.0,6
1,0.0,3,365,0.0,0.0,0.0,6
1,2.0,3,1277,3.0,0.0,2.0,6
8,8.0,7,570,8.0,0.0,8.0,8
23,1.0,6,215,1.0,0.0,1.0,3
28,4.0,6,40,11.0,0.0,4.0,6
2,9.0,6,300,9.0,0.0,9.0,9
22,34.0,32,378,34.0,0.0,34.0,34
28,0.0,3,75,0.0,0.0,0.0,6
10,0.0,4,658,0.0,1.25,0.0,8
10,5.0,6,658,5.0,0.0,5.0,6
2,4.0,12,120,4.0,0.0,4.0,6
1,13.0,7,329,19.0,0.0,13.0,13
8,0.0,7,643,0.0,1.25,0.0,8
2,0.0,2,148,0.0,0.0,0.0,6
2,27.0,24,487,27.0,0.0,27.0,27
19,0.0,6,85,0.0,0.0,0.0,3
19,1.0,6,292,1.0,0.0,1.0,6
5,4.0,6,436,4.0,0.0,4.0,6
3,8.0,8,150,6.0,1.25,8.0,8
8,12.0,10,1570,12.0,0.0,12.0,12
28,11.0,8,105,11.0,0.0,11.0,11
8,4.0,7,655,4.0,0.0,4.0,6
8,8.0,7,648,8.0,0.0,8.0,8
5,1.0,3,974,1.0,0.0,1.0,6
18,30.0,6,163,30.0,0.0,30.0,30
9,0.0,4,658,0.0,0.0,0.0,6
